AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CHILDREN,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CODE_GENDER,TARGET
16693.30262758056,510952.88709148695,20455.503275921328,-14719,-7159,2,Higher education,Commercial associate,M,0
34703.690588585174,281492.4105263866,20881.477435501718,-23608,-8985,0,Secondary / secondary special,Commercial associate,F,0
83651.04779247403,522405.48797634983,16233.58512605317,-19636,-12308,0,Secondary / secondary special,Commercial associate,F,0
48403.01819261756,577677.7443570542,22345.577850132795,-22905,-10201,1,Secondary / secondary special,Commercial associate,F,0
44291.723999213515,782253.9553348728,22107.621806797564,-16513,-12825,3,Higher education,Commercial associate,F,1
20684.753398865516,453800.4643938905,23387.315725474073,-17007,-11289,3,Secondary / secondary special,Commercial associate,M,0
23046.142938641802,539384.1330643861,22697.86663141812,-7362,-14773,1,Higher education,Commercial associate,F,0
44806.15438199161,417640.59816698905,20013.682177531475,-24558,-12083,1,Secondary / secondary special,Commercial associate,F,0
49278.86186483071,435831.29554533766,16880.237317646464,-10305,-4465,1,Secondary / secondary special,Working,M,0
67477.69304575026,190212.10955979466,7537.996971361421,-13930,-6832,3,Secondary / secondary special,Working,F,0
47712.90653143996,200359.1558939034,13990.410600063638,-15020,-11880,1,Higher education,Commercial associate,M,0
77862.05430207352,356656.79866737337,25192.452268651086,-15986,-9714,3,Higher education,Commercial associate,F,0
30301.18018032859,666201.9749132001,19705.483122751062,-12412,-14629,1,Secondary / secondary special,Commercial associate,M,0
62383.17597855728,627737.9245905163,23202.27429393655,-23571,-2425,0,Higher education,Commercial associate,M,0
45881.534153974135,609750.8849521022,19725.703191213852,-19487,-9118,3,Higher education,Working,F,0
36263.08092003673,499006.61445926956,24961.12962930737,-14712,-3128,1,Secondary / secondary special,Working,F,0
54756.93111938884,444449.69509166386,14393.188671192518,-19359,-575,2,Higher education,Commercial associate,F,0
29052.631337112864,456194.18068781076,23944.505335709066,-22825,-11714,0,Higher education,Working,M,0
94975.22806032766,731914.1615400312,22616.711492940307,-8159,-14956,0,Secondary / secondary special,Commercial associate,M,0
70500.4837042557,378653.7826212854,22492.494771926376,-17655,-6423,0,Secondary / secondary special,Commercial associate,M,0
55889.54561108195,459299.5205725383,17729.659522425573,-19558,-136,0,Secondary / secondary special,Commercial associate,M,0
21561.326700200087,471089.4352440768,24361.40634143128,-12354,-8105,2,Higher education,Commercial associate,F,0
71456.50362594219,586864.8540476765,22339.150021693218,-12837,-10149,3,Higher education,Commercial associate,M,0
54227.23208207605,482250.1677277001,17919.58128087436,-21385,-5182,2,Higher education,Commercial associate,F,0
32167.644713486898,294998.3536827654,20440.481856780196,-22135,-3026,3,Higher education,Commercial associate,F,0
18217.174232640435,385386.65076209337,9053.12911669897,-11900,-4727,2,Higher education,Commercial associate,M,0
37752.63351346628,641936.5594889543,13193.641228361348,-19679,-9358,1,Secondary / secondary special,Working,F,0
52584.19602172769,550598.2452160475,23428.33095790868,-15360,-11336,2,Higher education,Working,F,1
20637.770892389268,683344.4828777098,19741.066705095207,-13220,-11504,2,Secondary / secondary special,Working,M,0
44326.00074268044,29960.59575800621,20634.010334225542,-22664,-2189,0,Higher education,Commercial associate,F,1
29456.079862316972,604142.1795758355,17892.9757415895,-19944,-14793,0,Secondary / secondary special,Working,F,0
64037.16717654791,385061.2443064958,21812.876572518442,-10464,-4559,0,Higher education,Commercial associate,M,0
49668.6349090046,492183.381757068,20567.95175611256,-22921,-10966,2,Secondary / secondary special,Working,F,0
85885.30697171643,516481.3218639491,24355.392602332184,-18972,-3822,0,Higher education,Commercial associate,M,0
43850.92798090818,546980.5782652132,19119.74586485927,-13922,-3471,0,Secondary / secondary special,Commercial associate,M,1
73896.15900850178,595547.1827879472,31178.99943633835,-22644,-10269,0,Secondary / secondary special,Working,M,0
51048.5831360396,422615.388138165,13946.223738313402,-18825,-4581,1,Higher education,Commercial associate,F,0
63520.31174796343,179340.73242187902,15218.012937895019,-23451,-13321,1,Higher education,Working,F,0
89247.87286014334,567717.787330087,20544.042082883803,-23675,-3102,0,Secondary / secondary special,Commercial associate,F,0
45727.41528552677,542755.3141224838,13569.332704624168,-21585,-7466,3,Higher education,Commercial associate,M,1
56523.95804450502,825677.8680392818,17742.212363629504,-24244,-8401,3,Higher education,Working,M,0
43829.8034175582,721432.5367225573,28830.444954663595,-19834,-2877,2,Secondary / secondary special,Working,M,0
74328.64097958033,320183.4286972235,21077.373798096767,-14789,-12031,2,Higher education,Commercial associate,F,1
18632.237660580588,611506.2142565893,25331.38318598637,-18131,-8900,1,Higher education,Commercial associate,F,0
54507.38897446448,417653.27952707966,19890.01307619333,-11512,-2927,3,Higher education,Commercial associate,F,0
32398.885766784544,438329.580052775,17785.588794578143,-20425,-4533,2,Secondary / secondary special,Commercial associate,F,0
31805.859566180865,775342.7445580165,18535.855684254366,-21002,-3759,0,Secondary / secondary special,Commercial associate,F,0
28233.037155274997,340438.997990974,32173.78794541066,-8295,-7931,0,Secondary / secondary special,Working,F,0
78078.22829074331,461503.84162926336,18419.62875615312,-10172,-5148,3,Secondary / secondary special,Working,F,0
48907.072946682514,314173.2129266666,26163.896320290543,-22118,-1690,2,Higher education,Commercial associate,M,0
192.59782887328765,483248.771912338,22312.63278504693,-16522,-13541,3,Higher education,Working,F,0
50986.77595347758,553003.4208012446,12922.516442769142,-7031,-2669,1,Higher education,Working,M,0
38112.213958333414,724132.8850449222,20586.30051129527,-7590,-3213,0,Secondary / secondary special,Commercial associate,M,0
15708.02799974956,640631.9524253139,12876.856732150063,-16076,-1132,1,Secondary / secondary special,Working,F,0
38320.78914025269,209371.04717349412,18875.079619072672,-8776,-7319,3,Higher education,Working,F,1
27470.644516977885,650439.3225098256,19143.109782250864,-16307,-13952,0,Secondary / secondary special,Working,F,1
42780.49416051202,502804.19035234454,29657.56124225603,-17994,-4661,2,Secondary / secondary special,Commercial associate,F,0
48838.641978984124,1190587.9266636362,18114.262669869244,-9180,-6032,1,Higher education,Working,F,0
59360.739137142584,480590.52297494165,24606.698402154514,-9673,-2587,2,Higher education,Working,M,0
51571.48850829973,534483.1635081698,23730.234979979945,-24828,-3987,1,Higher education,Commercial associate,M,0
42759.43661795488,508336.8135171801,26896.057830900725,-7502,-14123,3,Secondary / secondary special,Commercial associate,F,0
30823.36628666303,464047.6558931648,10567.290819637805,-20352,-335,0,Higher education,Working,F,0
34941.901879363846,539110.3824075366,23120.364387458954,-24985,-11548,1,Secondary / secondary special,Working,M,0
38263.999488572634,299252.62693657447,21479.019254174684,-17743,-5251,0,Secondary / secondary special,Working,F,0
73310.64432680597,294189.9381981194,29540.051758346228,-22531,-9878,1,Secondary / secondary special,Working,M,0
37097.592209600334,467322.951083825,19733.155923933384,-14003,-10661,3,Secondary / secondary special,Commercial associate,F,0
33780.48574808689,428849.4393485349,20359.29186058314,-8046,-874,3,Higher education,Commercial associate,F,0
37027.02688861343,775751.0892354479,20246.084927325996,-13759,-10792,1,Secondary / secondary special,Working,F,0
18228.288512221952,380110.8763679065,21206.238749049793,-15278,-4168,0,Secondary / secondary special,Commercial associate,F,0
10370.01362358917,109530.4492832552,18808.157256258513,-24646,-13265,0,Secondary / secondary special,Commercial associate,M,0
50127.80298248759,125699.96145905764,13822.050737315712,-16818,-12462,0,Secondary / secondary special,Working,F,0
83403.44209072107,878413.3363335675,21649.072061524897,-10582,-4265,2,Secondary / secondary special,Commercial associate,F,0
53068.88872908042,446170.11094682437,19057.86482424222,-7427,-5449,2,Higher education,Commercial associate,F,1
26457.942821404074,455290.00380130205,18009.47033464491,-11753,-14049,1,Higher education,Commercial associate,M,0
81543.33067535746,415733.59620368015,30300.305311232158,-12031,-14274,0,Higher education,Commercial associate,M,0
63867.248493986,489339.8139804131,21671.185826103676,-16569,-8291,0,Secondary / secondary special,Working,F,0
50322.10231956285,465501.88498750306,24329.59837811252,-15906,-11050,1,Secondary / secondary special,Commercial associate,M,0
53201.60115550265,62396.24811301689,27147.00162041298,-8952,-4318,2,Secondary / secondary special,Commercial associate,F,0
22719.8605852116,560424.3895211782,28504.525553789084,-10595,-6852,3,Secondary / secondary special,Commercial associate,M,0
53963.35195171235,492454.54527600703,6088.334095450213,-19149,-773,2,Secondary / secondary special,Working,F,0
79413.66525498785,99125.17653393646,21859.662948220066,-14548,-9259,0,Higher education,Commercial associate,M,0
47456.71630997266,139649.62374608504,8741.643361792045,-16667,-126,2,Secondary / secondary special,Working,F,0
24793.597653748744,463236.9794787643,20138.673895880613,-11650,-14426,0,Higher education,Commercial associate,F,0
69899.23964131904,81121.81676885649,25409.033290315045,-13732,-7909,0,Higher education,Commercial associate,F,0
89080.29782593306,714205.1317490514,11270.218173941388,-22552,-4361,0,Secondary / secondary special,Commercial associate,F,0
31797.10970706214,411378.6322554334,19011.12253540632,-20486,-8807,2,Secondary / secondary special,Commercial associate,M,0
38393.57756197509,812143.069206448,10185.892007739385,-7831,-6376,0,Secondary / secondary special,Commercial associate,M,0
53909.93146037852,589710.6519465882,23219.55710553509,-19102,-7539,0,Secondary / secondary special,Working,M,0
63522.94846243104,259700.4295492225,20727.26179934285,-8047,-6325,2,Higher education,Commercial associate,F,0
39809.07842160032,380425.61960947415,15296.459743820822,-15021,-12958,1,Secondary / secondary special,Commercial associate,F,0
78407.19394733578,532762.220688686,20678.768137455878,-10897,-10557,3,Higher education,Working,M,0
55900.96437067157,434352.3579427337,9145.674343012803,-16838,-14465,1,Secondary / secondary special,Working,F,0
64488.53493116146,843460.1786715176,20604.692683696652,-7190,-7306,3,Secondary / secondary special,Working,F,0
45890.0819913857,327037.198189456,21200.36638187656,-13659,-2392,0,Higher education,Working,F,0
76047.43256074277,331526.1260079755,24191.854619130372,-15347,-4911,2,Secondary / secondary special,Commercial associate,M,0
40398.39004155582,487421.177964466,20447.486048333012,-10346,-9836,1,Secondary / secondary special,Commercial associate,M,0
58951.07544208231,424935.47847474634,22477.25849556025,-8343,-14137,0,Higher education,Working,F,0
67778.28352721102,514164.53705766407,22657.419714271076,-17654,-10687,3,Higher education,Working,F,0
41009.34153125685,293918.9308103733,13407.751897370217,-17790,-12939,1,Secondary / secondary special,Commercial associate,M,0
30776.055592543664,527746.7803489782,20973.162636881083,-18381,-12401,1,Secondary / secondary special,Commercial associate,M,0
58766.1051192619,555632.0354588091,26502.258316742358,-9515,-4531,2,Secondary / secondary special,Working,M,1
33757.93939080108,479907.69782308675,16357.807625184441,-17596,-2389,3,Secondary / secondary special,Working,F,0
41435.05740160432,582372.7359061382,24701.942051541228,-19285,-12875,2,Higher education,Working,F,0
58032.4730742485,615615.0602627224,30929.295070222775,-17365,-13198,0,Secondary / secondary special,Commercial associate,F,0
89878.1803633519,615719.0618571419,14346.355120285507,-7220,-1284,1,Higher education,Working,M,0
62560.25481927836,440973.07902963035,20284.34820185682,-8331,-4718,1,Secondary / secondary special,Working,M,0
47042.04142349628,344038.4244797743,20405.429002616103,-24353,-3250,3,Higher education,Working,M,0
64570.397232811454,775881.435764183,24479.887048310877,-12477,-6459,2,Higher education,Commercial associate,F,0
39008.74092796882,420164.4070105435,20352.978703567715,-15755,-7484,2,Secondary / secondary special,Commercial associate,M,0
60354.890008247035,364071.1304081982,22520.370418880357,-19249,-12804,3,Secondary / secondary special,Working,M,0
46696.05512788001,348397.10619950946,21571.455216005208,-18240,-9551,0,Secondary / secondary special,Working,F,0
44797.66468006857,868659.6081049563,16391.86642710356,-17483,-10253,3,Higher education,Commercial associate,F,0
39890.499575243346,555153.4318762706,19293.898648353854,-23775,-850,1,Higher education,Working,M,0
53224.86883234999,700800.870532823,19964.558521473584,-22066,-3804,1,Secondary / secondary special,Working,F,1
66020.2321873473,423397.93509283144,27902.702234747478,-21271,-13508,1,Secondary / secondary special,Commercial associate,M,1
57632.47415306246,264037.52523623215,8826.870392702833,-9265,-6517,2,Higher education,Working,M,0
28068.605388246953,802051.4864226548,10838.277492077268,-11482,-4640,3,Higher education,Working,M,0
71087.64178069387,923180.9099632357,19785.950398484965,-21677,-3652,0,Secondary / secondary special,Working,F,0
47028.888326189954,989648.7915808668,25038.023376384674,-17972,-10256,3,Secondary / secondary special,Working,F,1
36875.03732553826,361931.6610363977,25465.672574827844,-15449,-13525,3,Secondary / secondary special,Commercial associate,M,0
45011.65287958244,483461.907302563,14084.869126631154,-21768,-2776,1,Higher education,Working,M,0
22067.36328273824,659119.2111375588,22226.21390890075,-11327,-14400,1,Higher education,Commercial associate,F,0
57618.07175066649,501289.3879528915,21938.396667376004,-17523,-14804,2,Higher education,Working,F,0
60289.2072896044,244323.97542782253,12491.040047434235,-13544,-4577,1,Secondary / secondary special,Working,M,0
61188.94670175378,838115.1195978344,23376.82143305048,-12447,-5219,3,Secondary / secondary special,Commercial associate,M,0
38886.77518548175,396629.34849246,12483.059131561757,-18829,-829,2,Higher education,Commercial associate,M,0
12789.760536619564,984097.6582264709,16156.449677180404,-18225,-2867,2,Secondary / secondary special,Commercial associate,M,0
47703.252570924335,742799.2897946863,17293.104319376012,-19319,-13689,1,Higher education,Working,M,0
23882.607634050823,865713.2539728191,20096.955329802266,-14808,-4964,3,Secondary / secondary special,Commercial associate,M,0
66525.067994407,585463.8115194882,19373.335904080086,-12970,-5446,1,Secondary / secondary special,Working,M,0
76622.60372676793,554220.2488908118,18428.766450044182,-8612,-11724,3,Secondary / secondary special,Commercial associate,F,0
38095.4302859699,608877.6349906841,25896.532577698566,-14784,-6878,3,Secondary / secondary special,Commercial associate,F,0
66502.05602572755,882217.8119798745,17355.79209299485,-11864,-9125,2,Secondary / secondary special,Working,F,0
75959.8059536063,614337.6768385073,14928.065776200976,-11312,-12079,3,Higher education,Working,M,0
27282.964207425965,401586.3883592043,20735.91736759697,-11235,-14237,1,Secondary / secondary special,Commercial associate,F,0
33898.40871550969,856088.5777305401,17182.598654436577,-12111,-3687,2,Secondary / secondary special,Commercial associate,M,0
58721.89102380988,367367.98288566293,23470.85258098771,-10639,-8090,1,Higher education,Working,M,0
52288.761547979935,143351.04901101178,14059.414296282677,-16472,-3727,1,Higher education,Commercial associate,F,0
36565.89315772266,630069.7864958759,10766.593563361412,-18365,-9570,0,Higher education,Working,F,0
45912.671147354704,761676.4152106391,26210.266085123636,-24469,-10378,2,Secondary / secondary special,Working,F,0
69410.15964507457,773940.2583038654,19661.324922977277,-8536,-8075,0,Higher education,Commercial associate,F,0
9324.8665082769,647289.0388810647,16842.659757694364,-13412,-5467,0,Higher education,Working,F,0
64358.12916823557,787602.8843196549,17556.61798937215,-15583,-8616,3,Higher education,Commercial associate,F,0
61258.636780126675,492832.6399389971,15617.293138779507,-14234,-1493,2,Higher education,Commercial associate,F,0
32035.206171965146,44676.41932703141,16013.57899685838,-17575,-8811,1,Secondary / secondary special,Commercial associate,F,0
17301.030984565004,-44391.44968062744,18700.614107934787,-22641,-1973,2,Secondary / secondary special,Working,F,0
62329.70844943313,288622.2259642747,16692.052585987814,-16257,-8381,1,Secondary / secondary special,Working,F,0
73847.30846283873,732701.875874941,20810.73290092166,-17594,-14746,0,Higher education,Commercial associate,M,0
29598.917443441675,212028.31512400502,23388.272080661267,-9185,-5325,2,Secondary / secondary special,Commercial associate,M,0
58060.73658609267,348997.34240796894,23601.5215631117,-20940,-2620,2,Secondary / secondary special,Working,F,0
42496.477280866144,479552.68483132543,19989.269313719826,-7824,-12403,1,Secondary / secondary special,Commercial associate,M,0
48020.218192865126,413802.2271431323,22160.01222520988,-9299,-3994,0,Secondary / secondary special,Commercial associate,M,0
45793.56395686022,636705.786141716,11572.362049004108,-21709,-7566,1,Secondary / secondary special,Working,M,0
37031.58643524181,541111.2877299611,25765.300663277627,-12809,-206,1,Higher education,Commercial associate,M,0
48996.917325935574,543156.0843813453,19273.810566637218,-19709,-6924,3,Higher education,Commercial associate,F,0
58700.25958872012,367896.52793717344,20396.882786224385,-19894,-6944,0,Higher education,Working,F,0
12192.482843251164,477575.1117395103,17971.097474737675,-19703,-12560,3,Higher education,Commercial associate,F,0
50400.24221021021,358653.75998769596,21256.792011209727,-20064,-13892,3,Secondary / secondary special,Commercial associate,F,0
74312.48523915456,479176.23153475136,27593.442412274766,-13287,-10506,0,Higher education,Commercial associate,F,0
42763.651116015266,324940.7270637435,22495.104273518216,-17099,-3523,2,Higher education,Working,M,0
49454.17041848405,746379.7439735793,19403.49752048123,-15991,-3078,1,Secondary / secondary special,Commercial associate,M,0
28900.011910395126,410923.125615129,13084.226500900993,-20940,-101,2,Secondary / secondary special,Commercial associate,M,0
45892.13425062665,342562.0501125379,16921.3844771624,-12217,-2222,0,Secondary / secondary special,Commercial associate,F,0
98879.81189545071,735011.8060958403,13386.669956615588,-16755,-10008,0,Higher education,Working,M,0
7489.807774057364,489667.6903996521,25036.546749499525,-17625,-11643,0,Secondary / secondary special,Working,F,0
67789.84111619765,859916.4039220808,14346.302527325159,-18515,-6005,1,Higher education,Working,M,0
40569.22026206177,226339.8746332471,14192.161289470798,-24042,-14894,2,Secondary / secondary special,Working,M,0
78877.35876408336,736776.4654894611,14170.255687003431,-7622,-12028,0,Higher education,Working,F,0
69841.65547160372,326133.5383072777,20780.072386580967,-12335,-12795,0,Higher education,Working,F,0
74964.07680425394,623582.907692437,25470.038592918725,-20284,-8075,0,Secondary / secondary special,Working,M,0
59823.646680294485,528739.322802822,15138.763457695884,-21581,-14136,1,Secondary / secondary special,Working,M,0
54763.470750590226,583427.1399123896,12070.84795879652,-22470,-10571,3,Higher education,Commercial associate,F,0
33751.4648187801,516352.5184284744,20537.989163088045,-11659,-10100,3,Higher education,Commercial associate,F,0
46303.259789673364,590664.8641153526,12068.708823209254,-9519,-13308,1,Secondary / secondary special,Working,M,0
48441.15731092448,672334.0761357571,15246.02376223407,-23880,-6393,0,Secondary / secondary special,Working,M,1
70193.4255185657,428218.3006912164,19346.970678522117,-7737,-13287,2,Higher education,Working,F,0
63410.04702166506,549947.944417477,16948.119693964145,-12823,-11393,1,Secondary / secondary special,Commercial associate,F,0
27850.86448768173,380825.2786693509,12771.740739590348,-19772,-9526,2,Higher education,Working,F,0
83959.45592367981,280540.76473181223,12291.314973806437,-11857,-12885,2,Higher education,Commercial associate,F,0
59600.21498445897,14914.77313918469,16471.97049594797,-19620,-6721,1,Secondary / secondary special,Working,M,0
71528.83856247521,478572.1933963491,16358.971783189343,-12840,-6262,0,Secondary / secondary special,Working,M,0
72983.47451923149,768168.0634776785,8847.82811034788,-21549,-2217,0,Secondary / secondary special,Commercial associate,F,0
42916.98481995203,310816.7724067593,18946.65769862251,-9316,-3927,0,Secondary / secondary special,Working,F,0
49631.53692807268,454955.44427158305,25530.721048217805,-7216,-3068,0,Secondary / secondary special,Working,M,0
39020.06292712889,402571.79404020275,23418.610601491182,-23687,-7413,1,Higher education,Commercial associate,M,0
43880.80126634845,486626.6106831088,28822.411313309403,-20980,-9829,0,Higher education,Commercial associate,M,1
52227.32389613154,834574.6447274638,20130.11438095081,-24156,-7918,2,Secondary / secondary special,Working,M,0
39628.65709664517,271086.5051070058,24684.33162685155,-14041,-3679,2,Higher education,Commercial associate,M,0
76208.47655356361,375301.1326399819,20594.968400688216,-21708,-8549,1,Secondary / secondary special,Commercial associate,F,0
43711.17043407616,391600.2125171662,27720.743404301604,-10247,-9939,3,Higher education,Working,M,0
26290.271889958723,329138.3518433078,16391.220516017158,-11545,-9027,0,Secondary / secondary special,Working,F,0
79536.84434216765,291048.03298265184,34317.93823479656,-8674,-11028,2,Secondary / secondary special,Commercial associate,M,0
61804.97582075544,249846.10424869976,14196.898825907461,-13539,-14752,0,Higher education,Working,F,0
59196.71881243177,803594.1771610158,11957.367445584874,-15180,-9367,1,Secondary / secondary special,Working,M,1
81039.48313914673,462911.90634154464,17709.928193318767,-21941,-13742,3,Secondary / secondary special,Working,F,0
24099.826757446986,689167.5160512186,19494.61180057334,-14261,-11602,1,Higher education,Commercial associate,M,0
25036.692354980732,462476.28388445097,25501.232909624498,-24553,-13432,3,Higher education,Working,M,0
51201.3302270739,613454.9182183238,12588.701135948486,-15087,-10210,0,Higher education,Working,F,0
53506.59142943094,389237.136560294,18191.972418790476,-21199,-5859,0,Higher education,Commercial associate,F,0
45324.381919490705,280106.24513622676,20061.803399901815,-18105,-7453,1,Higher education,Commercial associate,M,0
43303.23451227418,425865.09454392456,13315.391165311776,-16151,-3959,0,Secondary / secondary special,Commercial associate,F,0
23093.73961076647,246073.9337779061,10685.332391900163,-19167,-6981,0,Secondary / secondary special,Commercial associate,F,0
46001.677576925395,343001.3556841025,22335.925051510203,-21911,-9664,2,Secondary / secondary special,Commercial associate,M,0
30682.863427175493,605431.262993699,17656.7818779573,-17189,-10449,0,Higher education,Working,M,0
41970.854836857136,758762.1617959479,21621.124723220415,-20319,-3366,1,Higher education,Working,M,0
27662.899260930786,652269.7943514317,12767.634886345819,-20811,-11238,1,Secondary / secondary special,Working,F,0
82188.03948065596,676153.2519660707,27606.321708470954,-12216,-3620,3,Secondary / secondary special,Working,F,0
64513.97519449447,416008.24921034556,20721.9558217302,-10744,-14119,2,Higher education,Working,M,0
38257.651353530506,620084.4966445306,20243.377654116506,-24459,-752,1,Higher education,Working,F,0
74673.21329181935,508578.44161770033,22827.42295245361,-19949,-8307,3,Secondary / secondary special,Commercial associate,F,0
52407.753687594035,464978.47307302477,24185.585084177088,-15462,-6759,0,Higher education,Commercial associate,F,0
35056.25804036733,693962.487695274,22369.824980620117,-12081,-10652,2,Secondary / secondary special,Commercial associate,M,0
45631.94454490573,502860.25162885943,16115.627475141075,-17842,-2227,1,Higher education,Commercial associate,F,0
34557.56582736832,201338.80874113977,20434.669099744635,-12836,-9244,2,Secondary / secondary special,Working,F,0
49272.4261281137,561706.6222458379,16016.46755205008,-19560,-14929,3,Secondary / secondary special,Working,M,0
57063.18951278395,431865.29498501535,22266.050013614276,-11954,-2155,0,Higher education,Working,F,0
41543.4971083042,825500.7250358153,19147.659549188622,-16642,-6936,0,Higher education,Working,M,0
77145.84745610972,568676.2872577673,20225.04425806977,-24061,-13942,2,Secondary / secondary special,Commercial associate,F,0
44187.505378315094,769903.1265105498,33215.89201208343,-18267,-453,2,Secondary / secondary special,Commercial associate,M,0
17186.156654345803,459110.0478464509,20629.331968078837,-13208,-8045,3,Higher education,Commercial associate,M,1
85866.7659744611,699072.6263944276,15885.161598110453,-12477,-5869,0,Secondary / secondary special,Commercial associate,F,0
47648.93923257907,490508.38321004796,19240.04655397617,-18817,-13999,2,Secondary / secondary special,Working,M,0
42413.13211607149,424129.6970743723,21265.303109640226,-10849,-12226,1,Higher education,Working,F,1
32673.390189072168,135608.92923183285,12934.555349140743,-23573,-2054,3,Secondary / secondary special,Working,F,0
56231.12629558725,627675.3775896658,12816.093725461316,-9225,-9611,3,Secondary / secondary special,Working,F,0
24105.31651129653,279995.1463741168,16169.870405486954,-14769,-3796,1,Secondary / secondary special,Working,M,0
63830.35746655179,351425.5445993821,19440.1602588911,-11048,-5620,1,Higher education,Working,M,0
60659.25439164058,5539.282198081259,21105.446409737404,-8922,-7122,3,Higher education,Commercial associate,M,0
22702.63243589712,374212.3313759943,21261.942778068464,-16974,-11931,2,Secondary / secondary special,Working,M,0
43364.30426247086,337037.87336345436,10083.60221344903,-14554,-1342,1,Higher education,Commercial associate,M,0
51563.651046548584,556595.8817491374,30773.348641824752,-22318,-7765,3,Secondary / secondary special,Working,F,0
43748.13325951171,304545.9104807344,19289.352252094384,-16505,-6720,2,Higher education,Working,M,1
25088.498811512065,355857.15351576655,20410.832636710595,-17814,-14030,2,Secondary / secondary special,Commercial associate,F,0
48291.663093863805,541043.1791196759,21389.8500649473,-8571,-11408,0,Higher education,Working,M,1
65295.110812087085,233845.77397314901,7422.675187822439,-10482,-14536,2,Higher education,Commercial associate,F,0
94029.29991347919,657038.3554658478,21260.16305562242,-12547,-10238,1,Higher education,Working,M,0
48089.32924022269,988249.8994158003,21310.85304100099,-11888,-7054,3,Higher education,Working,M,0
99902.38480225226,582539.1837765919,23362.756608589323,-10760,-14082,0,Higher education,Working,M,0
56442.11687658692,336194.85668175627,19755.98878730912,-11115,-5805,3,Secondary / secondary special,Commercial associate,M,0
66799.83253115279,699818.969168097,15993.151957543509,-23901,-1982,3,Higher education,Working,M,0
46773.106287780065,399409.2664247521,18817.392246406038,-8690,-14604,0,Secondary / secondary special,Commercial associate,F,0
50479.471072413806,698506.2513195621,19721.943396749415,-16391,-10656,3,Secondary / secondary special,Working,M,0
23916.213205791526,408135.9785051739,27826.216313600016,-22691,-3362,3,Higher education,Commercial associate,M,0
40052.75343107574,425785.74885318585,8997.977334889481,-12043,-3241,2,Higher education,Commercial associate,F,0
86697.1918589531,820319.3398202865,25001.42705177351,-10124,-4051,2,Higher education,Commercial associate,M,0
44729.90040171243,257165.416627798,19785.378607622777,-22261,-10960,1,Secondary / secondary special,Commercial associate,F,0
58127.004557103886,392933.83063954604,16208.478087645402,-15207,-12873,0,Secondary / secondary special,Commercial associate,F,0
79198.697723661,353726.9774707762,16926.12276533557,-14663,-2880,3,Higher education,Working,F,1
57002.78062865748,504420.3744233537,11379.619908275867,-21499,-1251,2,Secondary / secondary special,Commercial associate,M,0
47907.211173547934,450621.4333839553,23034.848445582502,-21517,-3034,0,Higher education,Working,F,0
45311.03865251347,441588.44124270725,17125.00060143426,-23920,-7461,1,Secondary / secondary special,Commercial associate,F,1
62361.926033469645,724934.1903715869,22859.07173890051,-15589,-13937,1,Higher education,Commercial associate,M,0
90913.60610895418,729435.909676174,33547.038931574076,-14054,-13692,0,Secondary / secondary special,Commercial associate,M,0
16670.98500376026,243706.26131238267,28484.258113191903,-12543,-11273,1,Higher education,Commercial associate,M,0
45519.66499505218,331836.7740519862,24935.05973186387,-19464,-12506,2,Higher education,Commercial associate,F,0
79367.45433153096,404123.87228979426,23630.841346754143,-16321,-8954,0,Secondary / secondary special,Commercial associate,F,1
26976.332402469703,375957.34505252424,19365.778791537887,-13866,-9692,3,Secondary / secondary special,Working,F,1
85618.21234586101,559030.0870686835,24011.61155667017,-9689,-503,0,Secondary / secondary special,Commercial associate,M,0
33955.21698880094,536026.085281669,17434.84975107167,-17900,-12685,2,Higher education,Commercial associate,F,0
51068.41346053367,623786.8550951944,14384.922599248213,-20090,-1041,3,Secondary / secondary special,Commercial associate,M,0
100807.1291143325,277559.56167438487,13042.198186180258,-8548,-14585,3,Secondary / secondary special,Commercial associate,M,0
18528.283574456404,815427.5859558671,29966.531320773764,-24686,-3780,1,Secondary / secondary special,Commercial associate,M,0
69968.88761159338,556468.0842495137,27374.199106439355,-21863,-9030,2,Higher education,Commercial associate,F,0
41452.64035584539,457063.0229421367,20214.050164061606,-22319,-6482,2,Higher education,Commercial associate,M,0
60766.924095832714,702149.2709826321,21432.162106470012,-11943,-10914,0,Secondary / secondary special,Working,M,0
43157.89262603639,352723.16392703424,12371.839585251033,-7305,-8785,3,Higher education,Commercial associate,M,0
33721.64271964215,738319.385677659,25852.462655133233,-20012,-10453,0,Secondary / secondary special,Working,M,0
35033.889387113675,538230.6844494289,21915.297463122835,-16528,-12745,3,Secondary / secondary special,Commercial associate,M,0
42343.349856123474,356610.42962411535,18785.922842751617,-20046,-14905,3,Higher education,Commercial associate,F,0
45845.974977014914,435896.4681560832,25463.78988202715,-13606,-14008,2,Higher education,Working,F,0
62009.119641654084,509483.4020422551,23900.99543650569,-9456,-2516,3,Secondary / secondary special,Working,M,0
64169.123572158074,573450.3876785869,13903.460336526581,-21599,-561,3,Higher education,Working,F,0
41982.65405960809,523173.7461376332,30027.49501940878,-23933,-6204,1,Secondary / secondary special,Working,F,0
84929.43426871963,594362.1933200975,19002.28154942491,-12136,-5203,3,Higher education,Working,F,0
